crop,issue_id,issue_name,category,causal_agent,temp_min_c,temp_opt_c,temp_max_c,rh_min_pct,rh_opt_pct,leaf_wetness_hrs,rain_trigger,soil_ph_min,soil_ph_max,soil_drainage,soil_texture,ndvi_signal,ndmi_signal,ndre_signal,growth_stage,consecutive_dry_days_trigger,consecutive_wet_days_trigger,temp_stress_threshold_c,soil_ec_threshold_ds_m,perfect_temp_min_c,perfect_temp_max_c,perfect_rh_min_pct,perfect_rh_max_pct,perfect_soil_ph_min,perfect_soil_ph_max,perfect_soil_drainage,perfect_rainfall_mm_week,severity,ndvi_threshold,ndmi_threshold,ndre_threshold,rule_logic,notes,recommendation,urgency
Bamboo,BAMBOO_POWDERY_MILDEW,Powdery Mildew,Fungal,Erysiphe bambusae,15.0,22.0,28.0,<60%,50–80%,Not needed,Moderate,5.5,7.5,Any,Any,NDVI white powder,NDMI low,NDRE low,Any,,,,,,,,,5.5,7.5,Any,,Low,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Dry moderate conditions; minor in most regions,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,This season
Quinoa,QUINOA_DOWNY_MILDEW,Downy Mildew,Fungal/Oomycete,Peronospora variabilis,5.0,15.0,22.0,90,99,Dew,Cool wet,6.0,8.5,Any,Any,NDVI yellow patches,NDMI high,NDRE low,Any,,,,,,,,,6.0,8.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Cool humid Andean highlands; yellow patches; serious threat,Apply metalaxyl-based or copper fungicide; improve drainage; avoid overhead irrigation,Within 2 days
Quinoa,QUINOA_QUINOA_MOTH,Quinoa Moth,Pest,Eurysacca quinoae,10.0,20.0,28.0,Any,Any,,,,,Any,Any,NDVI panicle damage,NDMI normal,NDRE low,Heading–Grain fill,,,,,,,,,,,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Larval feeding on panicle; major pest in Andes,Scout at early morning or evening; apply targeted insecticide; check for natural enemy activity before spraying,Within 2 days
Amaranth,AMARANTH_DAMPING_OFF,Damping Off,Fungal,Pythium sp.,15.0,25.0,35.0,90,99,Wet soil,Warm wet,5.5,7.5,Poor,Any,NDVI seedling collapse,NDMI very high,NDRE very low,Seedling,,,,,,,,,5.5,7.5,Poor,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Wet soil at seedling stage,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 1 week
Amaranth,AMARANTH_ROOT_KNOT_NEMATODE,Root Knot Nematode,Nematode,Meloidogyne incognita,18.0,27.0,35.0,Any,Any,Soil moisture,Warm moderate,5.5,7.5,Sandy,Any,NDVI stunting,NDMI low,NDRE low,Any,,,,,,,,,5.5,7.5,Sandy,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Root galling; sandy warm soils,Collect soil sample for lab confirmation; plan crop rotation away from host for next 3 seasons,Within 1 week
Jute,JUTE_STEM_ROT,Stem Rot,Fungal,Macrophomina phaseolina,28.0,35.0,42.0,60,80,Dry hot soil,Hot dry,5.5,7.5,Sandy,Any,NDVI sudden death,NDMI very low,NDRE very low,Any,,,,,,,,,5.5,7.5,Sandy,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Hot dry conditions; ashy grey stem; charcoal rot,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Jute,JUTE_ANTHRACNOSE,Anthracnose,Fungal,Colletotrichum corchori,22.0,28.0,35.0,90,99,Rain,Warm wet,5.5,7.5,Any,Any,NDVI dark stem lesions,NDMI high,NDRE low,Any,,,,,,,,,5.5,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Dark sunken lesions; waterlogging + wounds increase risk,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Sisal,SISAL_ZEBRA_DISEASE,Zebra Disease,Bacterial,Erwinia carotovora,22.0,30.0,38.0,70,90,Wound/rain,Warm moderate,6.0,8.0,Any,Any,NDVI striped leaf rot,NDMI moderate,NDRE low,Any,,,,,,,,,6.0,8.0,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Striped rot following mechanical harvest wounds,Apply copper-based bactericide; reduce leaf wetness via canopy management; use certified disease-free seed,Within 2 days
Sisal,SISAL_BOLE_ROT,Bole Rot,Fungal/Oomycete,Phytophthora sp.,20.0,28.0,35.0,90,99,Waterlogging,Warm wet,6.0,8.0,Poor,Any,NDVI crown collapse,NDMI very high,NDRE very low,Any,,,,,,,,,6.0,8.0,Poor,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Poor drainage; bole becomes soft and rotten,Apply metalaxyl-based or copper fungicide; improve drainage; avoid overhead irrigation,Within 2 days
Kenaf,KENAF_PHYTOPHTHORA_STEM_RO,Phytophthora Stem Rot,Fungal/Oomycete,Phytophthora parasitica,22.0,28.0,35.0,90,99,Waterlogging,Warm wet,5.5,7.5,Poor,Any,NDVI stem blackening,NDMI very high,NDRE very low,Any,,,,,,,,,5.5,7.5,Poor,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Flooding + warm conditions; stem base blackens,Apply metalaxyl-based or copper fungicide; improve drainage; avoid overhead irrigation,Within 2 days
Kenaf,KENAF_POWDERY_MILDEW,Powdery Mildew,Fungal,Erysiphe sp.,18.0,26.0,35.0,<70%,50–80%,Not needed,Warm moderate,5.5,7.5,Any,Any,NDVI white powder,NDMI low,NDRE low,Any,,,,,,,,,5.5,7.5,Any,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Common in dry conditions; white coating on leaves,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 1 week
Plantain,PLANTAIN_BLACK_SIGATOKA,Black Sigatoka,Fungal,Mycosphaerella fijiensis,20.0,27.0,35.0,90,99,Rain,Wet humid,5.5,7.5,Any,Any,NDVI black leaf streaks,NDMI high,NDRE low,Any,,,,,,,,,5.5,7.5,Any,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Same as banana; premature leaf death; humid tropics,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Today
Plantain,PLANTAIN_WEEVIL_BANANA,Weevil (Banana),Pest,Cosmopolites sordidus,20.0,28.0,38.0,Any,Any,,Moderate,,,Any,Any,NDVI corm tunneling,NDMI normal,NDRE low,Any,,,,,,,,,,,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Corm tunneling reduces plant vigor; moist soils,Scout at early morning or evening; apply targeted insecticide; check for natural enemy activity before spraying,Within 2 days
Passionfruit,PASSIONFRUIT_WOODINESS_VIRUS,Woodiness Virus,Viral,PWV (Potyvirus),18.0,25.0,32.0,Any,Any,,,,,Any,Any,NDVI mosaic/woodiness,NDMI normal,NDRE low,Any,,,,,,,,,,,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Aphid-vectored; fruit becomes small and woody,Remove and destroy infected plants; control insect vector with recommended insecticide; use certified virus-free planting material,Within 2 days
Passionfruit,PASSIONFRUIT_PHYTOPHTHORA_COLLAR_,Phytophthora Collar Rot,Fungal/Oomycete,Phytophthora cinnamomi,15.0,24.0,30.0,90,99,Waterlogging,Warm wet poorly drained,5.5,7.5,Poor,Any,NDVI sudden decline,NDMI very high,NDRE very low,Any,,,,,,,,,5.5,7.5,Poor,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Rapid vine death; poor drainage on slopes,Apply metalaxyl-based or copper fungicide; improve drainage; avoid overhead irrigation,Today
Guava,GUAVA_ANTHRACNOSE,Anthracnose,Fungal,Colletotrichum gloeosporioides,20.0,28.0,35.0,90,99,Rain/dew,Warm wet,5.0,7.5,Any,Any,NDVI dark fruit lesions,NDMI high,NDRE low,Fruiting,,,,,,,,,5.0,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Dark sunken lesions on fruit; warm wet,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Guava,GUAVA_WILT_FUSARIUM,Wilt (Fusarium),Fungal,Fusarium oxysporum f.sp. psidii,22.0,28.0,35.0,70,90,Soil moisture,Warm moderate,5.0,7.5,Any,Any,NDVI wilting/death,NDMI low,NDRE very low,Any,,,,,,,,,5.0,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Vascular wilt; soil-borne; warm soils,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Lychee,LYCHEE_ANTHRACNOSE,Anthracnose,Fungal,Colletotrichum gloeosporioides,18.0,26.0,35.0,90,99,Rain,Warm wet,5.5,7.0,Any,Any,NDVI fruit/flower lesions,NDMI high,NDRE low,Flowering–Fruiting,,,,,,,,,5.5,7.0,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Warm wet at flowering; fruit and flower rot,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Lychee,LYCHEE_ERINOSE_MITE,Erinose Mite,Pest,Aceria litchii,18.0,28.0,38.0,Any,Any,,,,,Any,Any,NDVI leaf deformation,NDMI normal,NDRE low,Young flush,,,,,,,,,,,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Velvety galls on young leaves; year-round in tropics,Scout at early morning or evening; apply targeted insecticide; check for natural enemy activity before spraying,Within 2 days
Longan,LONGAN_ANTHRACNOSE,Anthracnose,Fungal,Colletotrichum gloeosporioides,20.0,28.0,35.0,90,99,Rain/dew,Warm wet,5.5,7.0,Any,Any,NDVI fruit lesions,NDMI high,NDRE low,Fruiting,,,,,,,,,5.5,7.0,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Warm wet at fruiting; similar to lychee anthracnose,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Longan,LONGAN_WITCH'S_BROOM,Witch's Broom,Phytoplasma,Candidatus Phytoplasma,20.0,28.0,35.0,Any,Any,,,,,Any,Any,NDVI broom growth,NDMI normal,NDRE low,Any,,,,,,,,,,,Any,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Leafhopper-vectored; small leaves and flowers; Taiwan epidemic,Destroy infected plants — no cure; control insect vector (leafhopper or planthopper); use clean propagation material,Today
Mangosteen,MANGOSTEEN_GAMBOGE,Gamboge,Abiotic/Fungal,Boron deficiency + Phytophthora,22.0,28.0,35.0,90,99,Soil saturation,Warm wet,4.5,6.5,Poor,Any,NDVI gummy exudate,NDMI very high,NDRE low,Fruiting,,,,,,,,,4.5,6.5,Poor,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Yellow gummy exudate; poor drainage + B deficiency,Improve soil drainage; apply appropriate fungicide; address underlying soil condition,Within 2 days
Mangosteen,MANGOSTEEN_THREAD_BLIGHT,Thread Blight,Fungal,Pellicularia koleroga,22.0,28.0,35.0,90,99,High humidity,Warm very humid,4.5,6.5,Any,Any,NDVI die-back threads,NDMI high,NDRE low,Any,,,,,,,,,4.5,6.5,Any,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Thread-like mycelium; warm very humid; shade promotes,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 1 week
Dragonfruit,DRAGONFRUIT_STEM_CANKER,Stem Canker,Fungal,Botryosphaeria dothidea,22.0,30.0,38.0,80,95,Wound/rain,Warm wet,6.0,7.5,Any,Any,NDVI stem brown canker,NDMI high,NDRE low,Any,,,,,,,,,6.0,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Follows wounds or sunburn; warm wet conditions,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Dragonfruit,DRAGONFRUIT_ANTHRACNOSE,Anthracnose,Fungal,Colletotrichum gloeosporioides,22.0,28.0,35.0,90,99,Rain,Warm wet,6.0,7.5,Any,Any,NDVI dark fruit spots,NDMI high,NDRE low,Fruiting,,,,,,,,,6.0,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Dark sunken lesions; fruit quality loss; post-harvest,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Starfruit,STARFRUIT_CERCOSPORA_LEAF_SPOT,Cercospora Leaf Spot,Fungal,Cercospora averrhoa,22.0,28.0,35.0,85,99,Leaf wetness,Warm humid,5.5,7.5,Any,Any,NDVI angular spots,NDMI high,NDRE low,Any,,,,,,,,,5.5,7.5,Any,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Angular brown spots; warm humid tropical conditions,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 1 week
Starfruit,STARFRUIT_FRUIT_FLY,Fruit Fly,Pest,Bactrocera carambolae,18.0,28.0,38.0,Any,Any,,,,,Any,Any,NDVI fruit damage,NDMI normal,NDRE normal,Fruiting,,,,,,,,,,,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Larval fruit damage; tropical; quarantine pest,Scout at early morning or evening; apply targeted insecticide; check for natural enemy activity before spraying,Within 2 days
Tamarind,TAMARIND_POWDERY_MILDEW,Powdery Mildew,Fungal,Oidium tamarindi,18.0,28.0,38.0,<70%,50–80%,Not needed,Warm dry,6.0,9.0,Any,Any,NDVI white powder,NDMI low,NDRE low,Young flush,,,,,,,,,6.0,9.0,Any,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Warm dry; common on young leaves in tropics,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 1 week
Tamarind,TAMARIND_LEAF_WEBBER,Leaf Webber,Pest,Hypsipyla robusta,22.0,30.0,38.0,Any,Any,,,,,Any,Any,NDVI webbed leaves,NDMI normal,NDRE low,Any,,,,,,,,,,,Any,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Larvae web and eat young leaves; warm humid,Scout at early morning or evening; apply targeted insecticide; check for natural enemy activity before spraying,Within 1 week
Khat,KHAT_POWDERY_MILDEW,Powdery Mildew,Fungal,Oidium sp.,15.0,22.0,30.0,<70%,50–80%,Not needed,Moderate dry,5.5,7.5,Any,Any,NDVI white powder,NDMI low,NDRE low,Any,,,,,,,,,5.5,7.5,Any,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Cool dry highlands; white powder on young leaves,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 1 week
Khat,KHAT_ROOT_ROT,Root Rot,Fungal/Oomycete,Pythium sp.,15.0,24.0,30.0,90,99,Waterlogging,Wet cool,5.5,7.5,Poor,Any,NDVI wilting,NDMI very high,NDRE very low,Any,,,,,,,,,5.5,7.5,Poor,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Poor drainage on slopes; common in high-rainfall seasons,Apply metalaxyl-based or copper fungicide; improve drainage; avoid overhead irrigation,Within 2 days
Saffron,SAFFRON_CORM_ROT,Corm Rot,Fungal,Fusarium oxysporum f.sp. cepae,10.0,18.0,25.0,70,90,Soil moisture,Warm moderate,6.0,8.5,Any,Any,NDVI yellowing,NDMI low,NDRE very low,Corm initiation,,,,,,,,,6.0,8.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Infected corms; warm soils; vascular browning,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Saffron,SAFFRON_VIOLET_ROOT_ROT,Violet Root Rot,Fungal,Rhizoctonia crocorum,8.0,16.0,22.0,80,95,Wet soil,Cool wet,6.0,8.5,Poor,Any,NDVI purple crown rot,NDMI high,NDRE very low,Any,,,,,,,,,6.0,8.5,Poor,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Violet mycelium on corms; cool wet soils; Iran common,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Maize,MAIZE_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,18,30,50,80,6.0,6.8,Well,20,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Rice,RICE_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,22,32,70,90,5.5,6.5,Flooded,Flooded,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Wheat,WHEAT_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,10,25,50,75,6.0,7.0,Well,12,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Soybean,SOYBEAN_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,20,35,60,80,6.0,7.0,Well,20,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Potato,POTATO_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,12,22,60,80,5.5,6.5,Well,25,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Cassava,CASSAVA_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,20,35,50,80,5.5,7.0,Well,15,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Sorghum,SORGHUM_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,20,32,50,80,5.5,7.5,Well,20,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Beans,BEANS_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,18,28,50,75,6.0,7.0,Well,15,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Groundnut,GROUNDNUT_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,22,30,50,75,5.5,7.0,Well,15,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Banana,BANANA_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,20,32,60,85,5.5,7.0,Well,30,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Coffee,COFFEE_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,18,26,60,80,5.5,6.5,Well,20,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Tea,TEA_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,15,25,70,90,4.5,6.0,Well,25,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Tomato,TOMATO_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,18,28,50,75,6.0,7.0,Well,20,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Onion,ONION_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,15,25,50,75,6.0,7.0,Well,15,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Cabbage,CABBAGE_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,12,22,50,75,6.0,7.5,Well,15,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Carrot,CARROT_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,15,22,50,75,6.0,7.0,Well,15,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Pepper,PEPPER_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,20,30,50,80,6.0,7.0,Well,20,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Cowpea,COWPEA_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,22,32,50,80,5.5,7.5,Well,15,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Chickpea,CHICKPEA_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,12,24,50,75,6.0,8.0,Well,12,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Lentil,LENTIL_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,10,22,50,75,6.0,8.0,Well,10,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Sweet Potato,SWEET_POTATO_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,20,30,50,80,5.5,7.5,Well,20,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Yam,YAM_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,22,32,60,85,5.5,7.5,Well,20,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Millet,MILLET_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,22,32,50,80,5.5,7.5,Well,15,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Sugarcane,SUGARCANE_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,22,34,60,85,5.5,7.5,Well,25,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Cotton,COTTON_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,22,32,50,80,5.5,7.5,Well,20,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Sunflower,SUNFLOWER_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,18,28,50,75,6.0,7.5,Well,15,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Barley,BARLEY_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,10,22,50,75,6.0,7.5,Well,12,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Rapeseed,RAPESEED_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,12,22,50,75,6.0,7.5,Well,15,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Oats,OATS_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,10,22,50,75,6.0,7.5,Well,12,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Mango,MANGO_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,22,32,60,85,5.5,7.0,Well,20,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Avocado,AVOCADO_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,18,28,50,80,5.5,7.0,Well,20,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Citrus,CITRUS_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,18,32,50,80,5.5,7.0,Well,20,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Grape,GRAPE_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,15,28,40,70,6.0,7.5,Well,15,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Apple,APPLE_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,12,22,50,75,5.5,7.0,Well,20,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Cocoa,COCOA_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,20,30,70,90,5.5,6.5,Well,25,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Oil Palm,OIL_PALM_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,22,32,70,90,4.0,6.5,Well,25,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
Coconut,COCONUT_PERFECT,Ideal Growing Conditions,Perfect Conditions,Optimal environment,,,,,,,,,,,,,,,,,,,,22,32,70,90,5.5,7.5,Well,25,,,,,"{""logic"": ""AND"", ""conditions"": []}",Optimal environment,Maintain current management practices,Ongoing
